x-axis,VREF,VOUT_FILT
second,Volt,Volt
+186.5000E-03,+10.5312500E+00,+3.3125000E+00
+187.0000E-03,+10.6875000E+00,+3.3125000E+00
+187.5000E-03,+10.8437500E+00,+3.1562500E+00
+188.0000E-03,+11.0000000E+00,+3.3125000E+00
+188.5000E-03,+11.0000000E+00,+3.3125000E+00
+189.0000E-03,+11.1562500E+00,+3.3125000E+00
+189.5000E-03,+11.0000000E+00,+3.1562500E+00
+190.0000E-03,+11.1562500E+00,+3.3125000E+00
+190.5000E-03,+11.4687500E+00,+3.3125000E+00
+191.0000E-03,+11.4687500E+00,+3.3125000E+00
+191.5000E-03,+11.4687500E+00,+3.1562500E+00
+192.0000E-03,+11.6250000E+00,+3.1562500E+00
+192.5000E-03,+11.6250000E+00,+3.3125000E+00
+193.0000E-03,+11.7812500E+00,+3.3125000E+00
+193.5000E-03,+11.6250000E+00,+3.1562500E+00
+194.0000E-03,+11.6250000E+00,+3.1562500E+00
+194.5000E-03,+11.9375000E+00,+3.3125000E+00
+195.0000E-03,+11.9375000E+00,+3.3125000E+00
+195.5000E-03,+11.9375000E+00,+3.3125000E+00
+196.0000E-03,+11.9375000E+00,+3.1562500E+00
+196.5000E-03,+11.9375000E+00,+3.3125000E+00
+197.0000E-03,+12.0937500E+00,+3.3125000E+00
+197.5000E-03,+12.0937500E+00,+3.3125000E+00
+198.0000E-03,+12.2500000E+00,+3.1562500E+00
+198.5000E-03,+12.2500000E+00,+3.1562500E+00
+199.0000E-03,+12.4062500E+00,+3.1562500E+00
+199.5000E-03,+12.4062500E+00,+3.3125000E+00
+200.0000E-03,+12.4062500E+00,+3.1562500E+00
+200.5000E-03,+12.2500000E+00,+3.1562500E+00
+201.0000E-03,+12.4062500E+00,+3.0000000E+00
+201.5000E-03,+12.4062500E+00,+3.3125000E+00
+202.0000E-03,+12.5625000E+00,+3.1562500E+00
+202.5000E-03,+12.4062500E+00,+3.3125000E+00
+203.0000E-03,+12.7187500E+00,+3.1562500E+00
+203.5000E-03,+12.5625000E+00,+3.1562500E+00
